u,v,key,osmid,lanes,name,highway,maxspeed,geometry,length,rule,lts,group,slope,slope_class,lanes_assumed,maxspeed_assumed,message,short_message
251808469,262702036,0,9.6454e+08,,,cycleway,,"LINESTRING (688710.1191414818 4928851.211683612, 688709.8380677267 4928845.544821881)",5.677,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
251808471,11205773158,0,1.20949e+09,,,cycleway,,"LINESTRING (688000.2328212564 4929168.940910908, 687997.0579729183 4929166.180907343)",4.201,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
251808471,3024523753,0,2.34377e+07,,,cycleway,,"LINESTRING (688000.2328212564 4929168.940910908, 688024.5145823859 4929230.988445487, 688027.6219367019 4929236.903803768)",73.317,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
251891336,7554717777,0,1.48678e+08,,,cycleway,,"LINESTRING (686188.3615502566 4930432.110628361, 686191.6280813902 4930440.831123586)",9.314,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
251899084,7611487971,0,8.14866e+08,,,cycleway,,"LINESTRING (685693.2873882407 4929529.786974297, 685695.3926944144 4929522.665575262, 685766.4016854157 4929514.868385475)",78.67,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
251909615,2351133312,0,1.62207e+08,,,cycleway,,"LINESTRING (687478.4941529832 4932641.264354707, 687485.3615759186 4932637.560596309)",7.787,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
251909615,1741373365,0,1.62207e+08,,,cycleway,,"LINESTRING (687478.4941529832 4932641.264354707, 687475.637021816 4932642.704878997, 687470.2509989664 4932646.062337086, 687392.1911764414 4932678.182353843, 687386.4755288368 4932680.563160078, 687247.7887419725 4932738.305139461, 687132.5324263076 4932785.096950959, 687122.7012878928 4932788.715602577, 687111.5827501777 4932792.5750784585, 687109.3995543246 4932792.990169874, 687107.0995219868 4932792.768212585, 687104.8787555462 4932792.003798474, 687102.8719665507 4932790.989858824, 687100.8786279208 4932789.509385023, 687099.4218748279 4932787.899858729, 687098.2929135538 4932785.955150098, 687095.7975887704 4932780.369074025, 687093.0447421208 4932773.508213551)",425.645,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
252059848,1678440929,0,"[ 810211044, 806930989 ]",,['Via della Certosa'],cycleway,,"LINESTRING (683782.4391362453 4929790.318126316, 683756.8570442526 4929796.008759488, 683750.279908886 4929797.312348131, 683728.7892333884 4929798.160735027, 683715.1769750826 4929798.676177859, 683635.4195224511 4929800.133846795, 683591.3286164847 4929800.555004379)",191.381,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
252059850,1678440929,0,8.06931e+08,,['Via della Certosa'],cycleway,,"LINESTRING (683579.2512854969 4929801.658837824, 683591.3286164847 4929800.555004379)",12.095,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
252059850,4695531114,0,8.06931e+08,,['Via della Certosa'],cycleway,,"LINESTRING (683579.2512854969 4929801.658837824, 683543.2576314083 4929802.731614068)",35.91,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
252156051,262702036,0,9.6454e+08,,,cycleway,,"LINESTRING (688709.8720547863 4928839.4424192775, 688709.8380677267 4928845.544821881)",6.106,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
252156051,262702037,0,"[ 964540331, 907003391 ]",,,cycleway,,"LINESTRING (688709.8720547863 4928839.4424192775, 688708.8066193542 4928822.14633171, 688715.2563908279 4928822.0223723315)",23.772,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
252156053,697094019,0,"[ 23295409, 964540333 ]",,,cycleway,,"LINESTRING (688744.4805413918 4928821.970726894, 688755.19350415 4928840.558756643, 688784.6329908387 4928850.897103583, 688808.7710642942 4928851.142671893, 688815.8825752464 4928852.071951662, 688820.1529041913 4928853.552358395)",88.304,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
252156053,262702037,0,"[ 964540331, 964540332 ]",,,cycleway,,"LINESTRING (688744.4805413918 4928821.970726894, 688722.9125369571 4928822.011279704, 688715.2563908279 4928822.0223723315)",29.143,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
252156116,7477271474,0,2.32954e+07,,,cycleway,,"LINESTRING (688490.1005139835 4929667.681275399, 688493.393302141 4929670.200390785)",4.139,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
252166611,1721896498,0,"[ 219384512, 226267915, 226267910 ]",,,cycleway,,"LINESTRING (685323.1242018325 4933040.447216782, 685317.2070679624 4933045.191953888, 685308.3944298036 4933034.645906371, 685292.5595104313 4933018.807746257, 685288.0654969617 4933014.655055793, 685283.1110633601 4933012.979436484, 685276.2171368271 4933011.826528654, 685271.9624444955 4933012.661111771, 685267.2660745467 4933015.595322276, 685260.4832763616 4933017.513903259, 685253.5620794654 4933017.316305027, 685244.5820357547 4933015.1366930185, 685240.7985300181 4933013.116555224, 685238.1101352099 4933012.850820276, 685234.7950691164 4933014.479325394, 685230.6654593225 4933017.618729618, 685225.7740025152 4933021.258889416, 685213.1421474314 4933031.948645939, 685206.352490673 4933035.223362372, 685198.8476388012 4933037.921822095, 685183.4308591743 4933040.027628398, 685170.2647692541 4933037.950996419, 685121.2640891846 4933021.08910682, 685081.9112326729 4933008.082452552, 685048.90493964 4932997.0135174375)",305.484,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
252167330,10982414195,0,1.18269e+09,,,cycleway,,"LINESTRING (684816.021585531 4930264.032395556, 684801.131426613 4930266.143339273)",14.999,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
252237332,254004347,0,1.18813e+09,,,cycleway,,"LINESTRING (688647.8561406757 4929529.158996311, 688651.4342597394 4929533.909935264)",5.943,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253003574,7473958766,0,7.99161e+08,,,cycleway,,"LINESTRING (685283.3751891955 4931955.680766711, 685284.9105136406 4931966.5414396785)",10.975,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253003585,7504727322,0,1.09124e+09,,['Passaggio Carlo Scarpa'],cycleway,,"LINESTRING (685788.2583082297 4931711.718240156, 685778.1924602226 4931706.005044376)",11.551,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253003585,7504727318,0,"[ 799374002, 799374003 ]",,,cycleway,,"LINESTRING (685788.2583082297 4931711.718240156, 685799.0629736598 4931717.463715695, 685802.4967713592 4931719.496364475)",16.193,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253268093,7477284111,0,2.98558e+08,,,cycleway,,"LINESTRING (690522.0511662394 4930741.754946757, 690522.5706301578 4930739.235395875)",2.574,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253268093,2353652085,0,2.98558e+08,,,cycleway,,"LINESTRING (690522.0511662394 4930741.754946757, 690520.5173327802 4930750.103663173)",8.493,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253822263,541551580,0,2.26264e+08,,,cycleway,,"LINESTRING (687580.4078296907 4930104.990881934, 687585.1535177473 4930097.979586174)",8.463,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253822263,1202957016,0,4.32054e+07,,,cycleway,,"LINESTRING (687580.4078296907 4930104.990881934, 687579.9371102559 4930105.31080296, 687579.0769152795 4930105.341545631, 687570.2607827131 4930098.7390138395, 687566.4179288584 4930096.804814899, 687559.6244357432 4930094.551948397, 687553.9848230085 4930092.843800723, 687551.8663614718 4930092.638102746, 687550.8086309222 4930092.896606165)",32.941,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253822359,537752796,0,"[ 42931097, 226263950 ]",,['Via San Donato'],cycleway,,"LINESTRING (687614.1339489548 4930121.851500095, 687626.4740669765 4930143.074964896, 687641.3792093287 4930172.176842583, 687659.3095773369 4930206.16880826, 687676.1071356041 4930237.504439798, 687692.4655302397 4930269.438880871, 687721.7493991953 4930325.437756389, 687728.3500461578 4930336.278845086, 687735.2138736281 4930345.170919359, 687742.1116497777 4930354.264093461, 687749.5602481735 4930361.916844314, 687758.4914711546 4930370.0238059545, 687777.0103713846 4930385.545248652, 687773.3215378037 4930390.674802938)",318.73,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253822359,2351206388,0,1.19407e+09,,,cycleway,,"LINESTRING (687614.1339489548 4930121.851500095, 687609.379348963 4930114.021054921, 687606.2460546797 4930109.28355841)",14.834,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253823167,10951387172,0,3.76877e+08,,,cycleway,,"LINESTRING (688238.3998304365 4928229.4380725585, 688235.7409356525 4928230.283786938, 688166.1910405892 4928263.1665982865, 688136.0681640545 4928277.4138871)",112.807,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253823167,10949324510,0,"[ 1178617185, 376877308 ]",,,cycleway,,"LINESTRING (688238.3998304365 4928229.4380725585, 688237.3462700923 4928227.617682607, 688234.4188173056 4928220.973726331)",9.363,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253994946,11084127648,0,1.19407e+09,,,cycleway,,"LINESTRING (687540.5513960489 4930070.343800014, 687543.2440012167 4930066.096960555)",5.027,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253994946,269336820,0,1.19407e+09,,,cycleway,,"LINESTRING (687540.5513960489 4930070.343800014, 687537.4646879018 4930075.012831488)",5.595,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253999267,1698640942,0,3.26099e+07,,,cycleway,,"LINESTRING (689966.2435710197 4930040.158941444, 689969.8310661679 4930038.562900487, 689975.3370007608 4930036.122461217)",9.927,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
253999267,2663515475,0,1.57615e+08,,,cycleway,,"LINESTRING (689966.2435710197 4930040.158941444, 689961.2336441869 4930042.235901868, 689935.0170082438 4930053.075799445)",33.717,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254004347,1747735125,0,8.06946e+08,,,cycleway,,"LINESTRING (688651.4342597394 4929533.909935264, 688648.8413795403 4929543.184280443)",9.634,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254004347,252237332,0,1.18813e+09,,,cycleway,,"LINESTRING (688651.4342597394 4929533.909935264, 688647.8561406757 4929529.158996311)",5.943,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254006292,4065625528,0,"[ 964545489, 964201003 ]",['2'],['Pista ciclabile Carlo Piazzi'],cycleway,,"LINESTRING (689300.8551342264 4928550.29513783, 689302.7024171015 4928548.625764984, 689305.720108253 4928547.212836104, 689312.5487420667 4928544.476796452, 689390.3006345399 4928528.232057676, 689401.7285607362 4928531.533469576, 689426.2873273968 4928544.422831081, 689500.3281917162 4928528.816073603)",207.385,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254006292,10202457650,0,9.64545e+08,['2'],['Pista ciclabile Carlo Piazzi'],cycleway,,"LINESTRING (689300.8551342264 4928550.29513783, 689299.4739265094 4928555.635693127, 689298.8338147107 4928560.397501502)",10.326,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254006293,9580145820,0,2.34542e+07,['2'],['Pista ciclabile Carlo Piazzi'],cycleway,,"LINESTRING (689291.8607123044 4928623.007333863, 689285.2975296712 4928624.283634049)",6.669,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254006293,10202457650,0,9.64545e+08,['2'],['Pista ciclabile Carlo Piazzi'],cycleway,,"LINESTRING (689291.8607123044 4928623.007333863, 689298.8338147107 4928560.397501502)",63.035,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254006293,2645244678,0,2.59878e+08,['2'],,cycleway,,"LINESTRING (689291.8607123044 4928623.007333863, 689315.5463342284 4928619.695119111, 689324.3766659052 4928621.186418212)",32.782,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254175973,7504652889,0,2.60794e+08,,,cycleway,,"LINESTRING (689929.9406081047 4929797.2820270965, 689931.6855500534 4929806.727276407)",9.61,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254394308,7539207658,0,8.06227e+08,,,cycleway,,"LINESTRING (688836.99939741 4928618.633203777, 688836.0298288431 4928621.050831836)",2.605,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254394308,7539207652,0,2.34917e+07,,,cycleway,,"LINESTRING (688836.99939741 4928618.633203777, 688838.8662152931 4928619.298906748, 688843.8615150421 4928620.211171705, 688848.2489610505 4928620.405385092, 688852.1101628658 4928618.716601432, 688855.5819329772 4928617.283316661, 688861.7962704943 4928617.052592044, 688866.9431797821 4928618.224979114, 688869.8301200279 4928618.019840605, 688872.7362296265 4928616.881407584, 688877.5518127605 4928614.119766587)",42.38,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254616377,252156051,0,2.47687e+07,,,cycleway,,"LINESTRING (688560.4218430449 4928905.909492049, 688709.8720547863 4928839.4424192775)",163.211,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254616378,2202990295,0,2.32685e+07,,,cycleway,,"LINESTRING (688564.593634879 4928917.914927187, 688556.605156786 4928921.429612628)",8.709,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254616448,1631825219,0,2.32685e+07,,,cycleway,,"LINESTRING (688549.1323463896 4928924.725809084, 688402.0394432779 4928990.442047544, 688393.0955033811 4928994.529549565)",170.572,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254616449,2202990293,0,2.47687e+07,,,cycleway,,"LINESTRING (688544.2386736752 4928913.188596989, 688551.5521433285 4928909.898887597)",8.002,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254642511,8633034460,0,9.31131e+08,,,cycleway,,"LINESTRING (678427.7515716653 4932920.761369796, 678422.5709933203 4932920.607805185, 678393.4642713813 4932933.402851488, 678371.8226198978 4932941.934447071, 678357.651773025 4932946.280493293, 678344.2463345135 4932944.189004999, 678335.2178953579 4932939.661075122, 678321.6097887416 4932936.8415019885, 678311.9843825606 4932939.278268443)",122.268,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254749858,4413681334,0,2.35249e+07,,,cycleway,,"LINESTRING (687854.9458610733 4928813.15679951, 687898.2553274481 4928923.190939072)",118.262,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
254749858,5857411125,0,2.35249e+07,,,cycleway,,"LINESTRING (687854.9458610733 4928813.15679951, 687853.5642003865 4928810.848944965, 687848.5027067978 4928804.521449602)",10.785,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
255102831,4506611395,0,2.26268e+08,,,cycleway,,"LINESTRING (685404.677664086 4933370.029345926, 685400.7295971392 4933379.899637399)",10.633,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
255617686,11010622504,0,1.12178e+09,,,cycleway,,"LINESTRING (688662.6587815846 4929904.152909662, 688658.4933810872 4929905.110301618)",4.263,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
255617686,255617689,0,1.62991e+08,,,cycleway,,"LINESTRING (688662.6587815846 4929904.152909662, 688662.4022817626 4929902.299987205, 688662.1266795585 4929899.735002582, 688662.1574950863 4929896.7564606285, 688662.419901249 4929895.118721674, 688662.8518431387 4929893.396968611, 688663.2644268579 4929892.341691427, 688663.9902956042 4929891.184340898, 688664.748288115 4929890.016806203, 688665.8454683261 4929888.403314293, 688666.7760170052 4929886.7738652, 688667.4810559906 4929885.237921684, 688667.8152224778 4929883.869082518, 688668.7666888604 4929876.314718973)",29.306,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
255617689,11077218124,0,"[ 1193373098, 162990514 ]",,,cycleway,,"LINESTRING (688668.7666888604 4929876.314718973, 688667.9483031747 4929874.35653712, 688666.5223812043 4929871.947133989)",4.921,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
255617689,255617686,0,1.62991e+08,,,cycleway,,"LINESTRING (688668.7666888604 4929876.314718973, 688667.8152224778 4929883.869082518, 688667.4810559906 4929885.237921684, 688666.7760170052 4929886.7738652, 688665.8454683261 4929888.403314293, 688664.748288115 4929890.016806203, 688663.9902956042 4929891.184340898, 688663.2644268579 4929892.341691427, 688662.8518431387 4929893.396968611, 688662.419901249 4929895.118721674, 688662.1574950863 4929896.7564606285, 688662.1266795585 4929899.735002582, 688662.4022817626 4929902.299987205, 688662.6587815846 4929904.152909662)",29.306,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
255617691,4514084565,0,"[ 23621625, 247746022, 247746025, 162990526 ]",,,cycleway,,"LINESTRING (688662.8585367048 4929859.745090123, 688671.62243976 4929802.3786723595, 688672.9562499066 4929792.345139787, 688674.2054631199 4929783.854455041, 688674.59262302 4929778.19587713, 688674.2534873119 4929773.161006363, 688673.8216604935 4929770.769360951, 688672.9146312984 4929768.575141463, 688672.0769875844 4929767.005506355, 688666.8686482814 4929758.938709069, 688665.8690903983 4929757.46442782, 688662.9327495657 4929752.26518465)",111.435,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
255617691,11077218124,0,"[ 1193373097, 1193373098 ]",,,cycleway,,"LINESTRING (688662.8585367048 4929859.745090123, 688662.8437625944 4929861.623484971, 688663.0057141562 4929863.718241649, 688663.5720202569 4929866.958707857, 688663.993243208 4929868.071555458, 688664.7037854763 4929869.359566148, 688666.5223812043 4929871.947133989)",13.095,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
255950546,393970816,0,1.5152e+08,,,cycleway,,"LINESTRING (685311.7619676174 4931599.346167894, 685316.656574861 4931606.77864253, 685320.6487819408 4931612.384406163)",15.773,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
256405341,8402014131,0,9.04714e+08,,,cycleway,,"LINESTRING (692212.3785266153 4931079.705895957, 692215.3879012794 4931076.948854964, 692217.2953238367 4931064.653570147, 692219.2281204871 4931057.951233872, 692223.1052333338 4931051.951283854, 692226.7332694357 4931048.990208525, 692230.7355760335 4931047.630044982, 692239.1237803287 4931046.733265281, 692238.8634797626 4931043.70154705)",50.997,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257366724,10951856898,0,"[ 23454792, 32003382 ]",,['Via San Donato'],cycleway,,"LINESTRING (687696.4209160978 4930308.218860084, 687684.1172929683 4930283.549943427, 687664.3529884049 4930245.302586807, 687645.7273624383 4930211.145985675, 687601.2964337437 4930127.761900018, 687595.9734598766 4930120.326384416)",213.105,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257609510,541551468,0,4.83694e+07,,,cycleway,,"LINESTRING (687526.93208086 4929874.043441721, 687484.5435085052 4929882.402798585)",43.092,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257609510,541551479,0,4.83694e+07,,,cycleway,,"LINESTRING (687526.93208086 4929874.043441721, 687528.1168671435 4929878.480054041)",4.594,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257609510,7486333362,0,"[ 43209787, 800455302 ]",,,cycleway,,"LINESTRING (687526.93208086 4929874.043441721, 687544.9698337242 4929871.851637697, 687547.7420826845 4929867.329166525, 687553.5830281267 4929864.5517651, 687556.6947160633 4929859.572176517, 687561.1932898157 4929841.5588204125, 687562.8268671064 4929837.892849815, 687567.1907718184 4929823.166296477, 687567.669162143 4929821.479180576, 687573.3964005464 4929819.610120468)",81.467,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257609514,257609515,0,4.83694e+07,,,cycleway,,"LINESTRING (687563.9537617667 4929895.0344021255, 687570.4826206956 4929893.232960046)",6.756,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257609514,541551479,0,4.83694e+07,,,cycleway,,"LINESTRING (687563.9537617667 4929895.0344021255, 687559.4932554953 4929891.614910149, 687552.5533241327 4929891.67021169, 687546.2875258618 4929889.321438062, 687542.1813542214 4929886.857150912, 687529.1928508511 4929888.338713312, 687528.1168671435 4929878.480054041)",46.946,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257609515,257609514,0,4.83694e+07,,,cycleway,,"LINESTRING (687570.4826206956 4929893.232960046, 687563.9537617667 4929895.0344021255)",6.756,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257609515,257609517,0,4.83694e+07,,,cycleway,,"LINESTRING (687570.4826206956 4929893.232960046, 687575.1027122001 4929889.197432033, 687578.3586881403 4929889.691679164)",9.411,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257609517,257609515,0,4.83694e+07,,,cycleway,,"LINESTRING (687578.3586881403 4929889.691679164, 687575.1027122001 4929889.197432033, 687570.4826206956 4929893.232960046)",9.411,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257609517,1753903948,0,4.83694e+07,,,cycleway,,"LINESTRING (687578.3586881403 4929889.691679164, 687579.615447516 4929893.563404846, 687584.6776724916 4929905.627231543, 687591.5038681533 4929922.7336295005)",35.575,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257609517,3099739343,0,3.05358e+08,,,cycleway,,"LINESTRING (687578.3586881403 4929889.691679164, 687578.9285878339 4929887.040010873, 687580.1826903999 4929882.462592938, 687581.5486423462 4929879.52263273, 687582.8651935688 4929878.29329388, 687586.2575414197 4929879.024944089, 687592.9817716496 4929880.65326156, 687596.2214597224 4929881.436094101)",26.188,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257610816,10949324512,0,"[ 1178617186, 74162540 ]",,,cycleway,,"LINESTRING (688255.5270687722 4928221.207168601, 688254.5636510552 4928222.869078954, 688247.7608060976 4928226.096124822)",9.435,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257615087,10876002096,0,3.25532e+08,,['Via Valdossola'],cycleway,,"LINESTRING (683842.5815522397 4929569.383544292, 683847.9257761203 4929570.324088589)",5.412,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257615087,5151350791,0,1.83744e+08,,,cycleway,,"LINESTRING (683842.5815522397 4929569.383544292, 683813.3297319874 4929563.008457913, 683733.1831303579 4929539.296753627, 683715.6891958059 4929534.1218023505, 683710.9207448644 4929531.952570783, 683708.3832116567 4929530.802478387, 683707.1938263963 4929528.967920431, 683707.3706670352 4929527.21646674)",143.376,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257615087,794151188,0,2.06006e+08,,['Via Sacco e Vanzetti'],cycleway,,"LINESTRING (683842.5815522397 4929569.383544292, 683842.9647548567 4929571.306481831, 683843.6693508781 4929574.805986429, 683874.5935676396 4929654.210479514, 683879.576068471 4929666.802361068)",104.3,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
257615087,3320043651,0,2.35576e+08,,,cycleway,,"LINESTRING (683842.5815522397 4929569.383544292, 683842.0098204496 4929565.6876974255, 683841.9136951398 4929565.4292902015, 683838.9547370166 4929557.241390399, 683836.5331395152 4929551.714501894)",18.76,s3,1,1,,,,,This way is a separated path because highway='cycleway'.,"highway $=$ ""cycleway"""
